Municipios;Sexo;Periodo;Total
02003 Albacete;Ambos sexos;2021;20,43
02003 Albacete;Ambos sexos;2020;20,4
02003 Albacete;Ambos sexos;2019;20,32
02003 Albacete;Ambos sexos;2018;21,14
02003 Albacete;Ambos sexos;2017;21
02003 Albacete;Ambos sexos;2016;20,91
02003 Albacete;Ambos sexos;2015;20,72
02003 Albacete;Ambos sexos;2014;20,72
02003 Albacete;Hombres;2021;18,25
02003 Albacete;Hombres;2020;18,24
02003 Albacete;Hombres;2019;18,21
02003 Albacete;Hombres;2018;19,1
02003 Albacete;Hombres;2017;18,98
02003 Albacete;Hombres;2016;18,86
02003 Albacete;Hombres;2015;18,66
02003 Albacete;Hombres;2014;18,79
02003 Albacete;Mujeres;2021;22,38
02003 Albacete;Mujeres;2020;22,33
02003 Albacete;Mujeres;2019;22,21
02003 Albacete;Mujeres;2018;22,92
02003 Albacete;Mujeres;2017;22,77
02003 Albacete;Mujeres;2016;22,7
02003 Albacete;Mujeres;2015;22,51
02003 Albacete;Mujeres;2014;22,37
41004 Alcalá de Guadaíra;Ambos sexos;2021;19,41
41004 Alcalá de Guadaíra;Ambos sexos;2020;19,5
41004 Alcalá de Guadaíra;Ambos sexos;2019;19,5
41004 Alcalá de Guadaíra;Ambos sexos;2018;19,35
41004 Alcalá de Guadaíra;Ambos sexos;2017;19,17
41004 Alcalá de Guadaíra;Ambos sexos;2016;19,17
41004 Alcalá de Guadaíra;Ambos sexos;2015;19,15
41004 Alcalá de Guadaíra;Ambos sexos;2014;19,4
41004 Alcalá de Guadaíra;Hombres;2021;17,52
41004 Alcalá de Guadaíra;Hombres;2020;17,48
41004 Alcalá de Guadaíra;Hombres;2019;17,43
41004 Alcalá de Guadaíra;Hombres;2018;17,25
41004 Alcalá de Guadaíra;Hombres;2017;17,25
41004 Alcalá de Guadaíra;Hombres;2016;17,15
41004 Alcalá de Guadaíra;Hombres;2015;17,1
41004 Alcalá de Guadaíra;Hombres;2014;17,02
41004 Alcalá de Guadaíra;Mujeres;2021;21,1
41004 Alcalá de Guadaíra;Mujeres;2020;21,35
41004 Alcalá de Guadaíra;Mujeres;2019;21,38
41004 Alcalá de Guadaíra;Mujeres;2018;21,22
41004 Alcalá de Guadaíra;Mujeres;2017;20,89
41004 Alcalá de Guadaíra;Mujeres;2016;20,98
41004 Alcalá de Guadaíra;Mujeres;2015;21
41004 Alcalá de Guadaíra;Mujeres;2014;21,54
28005 Alcalá de Henares;Ambos sexos;2021;20,85
28005 Alcalá de Henares;Ambos sexos;2020;20,77
28005 Alcalá de Henares;Ambos sexos;2019;20,76
28005 Alcalá de Henares;Ambos sexos;2018;21,76
28005 Alcalá de Henares;Ambos sexos;2017;21,68
28005 Alcalá de Henares;Ambos sexos;2016;21,39
28005 Alcalá de Henares;Ambos sexos;2015;21,25
28005 Alcalá de Henares;Ambos sexos;2014;21,21
28005 Alcalá de Henares;Hombres;2021;18,99
28005 Alcalá de Henares;Hombres;2020;18,75
28005 Alcalá de Henares;Hombres;2019;18,75
28005 Alcalá de Henares;Hombres;2018;19,85
28005 Alcalá de Henares;Hombres;2017;19,78
28005 Alcalá de Henares;Hombres;2016;19,36
28005 Alcalá de Henares;Hombres;2015;19,31
28005 Alcalá de Henares;Hombres;2014;19,11
28005 Alcalá de Henares;Mujeres;2021;22,53
28005 Alcalá de Henares;Mujeres;2020;22,62
28005 Alcalá de Henares;Mujeres;2019;22,63
28005 Alcalá de Henares;Mujeres;2018;23,5
28005 Alcalá de Henares;Mujeres;2017;23,39
28005 Alcalá de Henares;Mujeres;2016;23,24
28005 Alcalá de Henares;Mujeres;2015;22,99
28005 Alcalá de Henares;Mujeres;2014;23,11
28006 Alcobendas;Ambos sexos;2021;21,69
28006 Alcobendas;Ambos sexos;2020;21,6
28006 Alcobendas;Ambos sexos;2019;21,53
28006 Alcobendas;Ambos sexos;2018;22,33
28006 Alcobendas;Ambos sexos;2017;22,08
28006 Alcobendas;Ambos sexos;2016;22,03
28006 Alcobendas;Ambos sexos;2015;21,71
28006 Alcobendas;Ambos sexos;2014;21,55
28006 Alcobendas;Hombres;2021;19,61
28006 Alcobendas;Hombres;2020;19,59
28006 Alcobendas;Hombres;2019;19,71
28006 Alcobendas;Hombres;2018;20,61
28006 Alcobendas;Hombres;2017;20,55
28006 Alcobendas;Hombres;2016;20,56
28006 Alcobendas;Hombres;2015;20,14
28006 Alcobendas;Hombres;2014;19,62
28006 Alcobendas;Mujeres;2021;23,53
28006 Alcobendas;Mujeres;2020;23,41
28006 Alcobendas;Mujeres;2019;23,17
28006 Alcobendas;Mujeres;2018;23,76
28006 Alcobendas;Mujeres;2017;23,4
28006 Alcobendas;Mujeres;2016;23,27
28006 Alcobendas;Mujeres;2015;23,06
28006 Alcobendas;Mujeres;2014;23,21
28007 Alcorcón;Ambos sexos;2021;21,67
28007 Alcorcón;Ambos sexos;2020;21,75
28007 Alcorcón;Ambos sexos;2019;21,78
28007 Alcorcón;Ambos sexos;2018;22,62
28007 Alcorcón;Ambos sexos;2017;22,35
28007 Alcorcón;Ambos sexos;2016;22,11
28007 Alcorcón;Ambos sexos;2015;22,05
28007 Alcorcón;Ambos sexos;2014;22,01
28007 Alcorcón;Hombres;2021;19,24
28007 Alcorcón;Hombres;2020;19,5
28007 Alcorcón;Hombres;2019;19,33
28007 Alcorcón;Hombres;2018;20,47
28007 Alcorcón;Hombres;2017;20,13
28007 Alcorcón;Hombres;2016;20,09
28007 Alcorcón;Hombres;2015;19,82
28007 Alcorcón;Hombres;2014;19,96
28007 Alcorcón;Mujeres;2021;23,83
28007 Alcorcón;Mujeres;2020;23,77
28007 Alcorcón;Mujeres;2019;24,06
28007 Alcorcón;Mujeres;2018;24,54
28007 Alcorcón;Mujeres;2017;24,35
28007 Alcorcón;Mujeres;2016;23,9
28007 Alcorcón;Mujeres;2015;24,05
28007 Alcorcón;Mujeres;2014;23,86
03009 Alcoi/Alcoy;Ambos sexos;2021;19,73
03009 Alcoi/Alcoy;Ambos sexos;2020;20,03
03009 Alcoi/Alcoy;Ambos sexos;2019;20,23
03009 Alcoi/Alcoy;Ambos sexos;2018;20,49
03009 Alcoi/Alcoy;Ambos sexos;2017;20,11
03009 Alcoi/Alcoy;Ambos sexos;2016;20,05
03009 Alcoi/Alcoy;Ambos sexos;2015;19,76
03009 Alcoi/Alcoy;Ambos sexos;2014;19,56
03009 Alcoi/Alcoy;Hombres;2021;17,65
03009 Alcoi/Alcoy;Hombres;2020;18,08
03009 Alcoi/Alcoy;Hombres;2019;18,12
03009 Alcoi/Alcoy;Hombres;2018;18,35
03009 Alcoi/Alcoy;Hombres;2017;17,95
03009 Alcoi/Alcoy;Hombres;2016;17,91
03009 Alcoi/Alcoy;Hombres;2015;17,7
03009 Alcoi/Alcoy;Hombres;2014;17,58
03009 Alcoi/Alcoy;Mujeres;2021;21,59
03009 Alcoi/Alcoy;Mujeres;2020;21,74
03009 Alcoi/Alcoy;Mujeres;2019;22,08
03009 Alcoi/Alcoy;Mujeres;2018;22,34
03009 Alcoi/Alcoy;Mujeres;2017;22
03009 Alcoi/Alcoy;Mujeres;2016;21,9
03009 Alcoi/Alcoy;Mujeres;2015;21,51
03009 Alcoi/Alcoy;Mujeres;2014;21,19
11004 Algeciras;Ambos sexos;2021;19,14
11004 Algeciras;Ambos sexos;2020;19,3
11004 Algeciras;Ambos sexos;2019;19,65
11004 Algeciras;Ambos sexos;2018;19,75
11004 Algeciras;Ambos sexos;2017;19,47
11004 Algeciras;Ambos sexos;2016;19,5
11004 Algeciras;Ambos sexos;2015;19,29
11004 Algeciras;Ambos sexos;2014;19,23
11004 Algeciras;Hombres;2021;17,26
11004 Algeciras;Hombres;2020;17,37
11004 Algeciras;Hombres;2019;17,73
11004 Algeciras;Hombres;2018;17,76
11004 Algeciras;Hombres;2017;17,5
11004 Algeciras;Hombres;2016;17,68
11004 Algeciras;Hombres;2015;17,36
11004 Algeciras;Hombres;2014;17,19
11004 Algeciras;Mujeres;2021;20,86
11004 Algeciras;Mujeres;2020;21,07
11004 Algeciras;Mujeres;2019;21,38
11004 Algeciras;Mujeres;2018;21,54
11004 Algeciras;Mujeres;2017;21,26
11004 Algeciras;Mujeres;2016;21,11
11004 Algeciras;Mujeres;2015;21
11004 Algeciras;Mujeres;2014;21,04
03014 Alacant/Alicante;Ambos sexos;2021;20,85
03014 Alacant/Alicante;Ambos sexos;2020;20,94
03014 Alacant/Alicante;Ambos sexos;2019;20,98
03014 Alacant/Alicante;Ambos sexos;2018;21,02
03014 Alacant/Alicante;Ambos sexos;2017;20,81
03014 Alacant/Alicante;Ambos sexos;2016;20,72
03014 Alacant/Alicante;Ambos sexos;2015;20,6
03014 Alacant/Alicante;Ambos sexos;2014;20,49
03014 Alacant/Alicante;Hombres;2021;18,54
03014 Alacant/Alicante;Hombres;2020;18,62
03014 Alacant/Alicante;Hombres;2019;18,73
03014 Alacant/Alicante;Hombres;2018;18,85
03014 Alacant/Alicante;Hombres;2017;18,59
03014 Alacant/Alicante;Hombres;2016;18,47
03014 Alacant/Alicante;Hombres;2015;18,4
03014 Alacant/Alicante;Hombres;2014;18,41
03014 Alacant/Alicante;Mujeres;2021;22,85
03014 Alacant/Alicante;Mujeres;2020;22,94
03014 Alacant/Alicante;Mujeres;2019;22,88
03014 Alacant/Alicante;Mujeres;2018;22,85
03014 Alacant/Alicante;Mujeres;2017;22,68
03014 Alacant/Alicante;Mujeres;2016;22,62
03014 Alacant/Alicante;Mujeres;2015;22,47
03014 Alacant/Alicante;Mujeres;2014;22,23
04013 Almería;Ambos sexos;2021;19,87
04013 Almería;Ambos sexos;2020;19,94
04013 Almería;Ambos sexos;2019;20,03
04013 Almería;Ambos sexos;2018;19,91
04013 Almería;Ambos sexos;2017;19,94
04013 Almería;Ambos sexos;2016;19,8
04013 Almería;Ambos sexos;2015;19,88
04013 Almería;Ambos sexos;2014;19,67
04013 Almería;Hombres;2021;17,67
04013 Almería;Hombres;2020;17,73
04013 Almería;Hombres;2019;17,83
04013 Almería;Hombres;2018;17,83
04013 Almería;Hombres;2017;17,97
04013 Almería;Hombres;2016;17,99
04013 Almería;Hombres;2015;17,9
04013 Almería;Hombres;2014;17,62
04013 Almería;Mujeres;2021;21,77
04013 Almería;Mujeres;2020;21,86
04013 Almería;Mujeres;2019;21,94
04013 Almería;Mujeres;2018;21,69
04013 Almería;Mujeres;2017;21,61
04013 Almería;Mujeres;2016;21,31
04013 Almería;Mujeres;2015;21,53
04013 Almería;Mujeres;2014;21,38
28013 Aranjuez;Ambos sexos;2021;20,92
28013 Aranjuez;Ambos sexos;2020;21,06
28013 Aranjuez;Ambos sexos;2019;21,01
28013 Aranjuez;Ambos sexos;2018;21,57
28013 Aranjuez;Ambos sexos;2017;21,51
28013 Aranjuez;Ambos sexos;2016;21,29
28013 Aranjuez;Ambos sexos;2015;21,41
28013 Aranjuez;Ambos sexos;2014;21,07
28013 Aranjuez;Hombres;2021;19,15
28013 Aranjuez;Hombres;2020;19,24
28013 Aranjuez;Hombres;2019;18,93
28013 Aranjuez;Hombres;2018;19,6
28013 Aranjuez;Hombres;2017;19,42
28013 Aranjuez;Hombres;2016;19,39
28013 Aranjuez;Hombres;2015;19,35
28013 Aranjuez;Hombres;2014;19,22
28013 Aranjuez;Mujeres;2021;22,48
28013 Aranjuez;Mujeres;2020;22,62
28013 Aranjuez;Mujeres;2019;22,85
28013 Aranjuez;Mujeres;2018;23,23
28013 Aranjuez;Mujeres;2017;23,31
28013 Aranjuez;Mujeres;2016;22,87
28013 Aranjuez;Mujeres;2015;23,17
28013 Aranjuez;Mujeres;2014;22,6
28014 Arganda del Rey;Ambos sexos;2021;20,79
28014 Arganda del Rey;Ambos sexos;2020;20,62
28014 Arganda del Rey;Ambos sexos;2019;20,33
28014 Arganda del Rey;Ambos sexos;2018;21,16
28014 Arganda del Rey;Ambos sexos;2017;20,85
28014 Arganda del Rey;Ambos sexos;2016;20,68
28014 Arganda del Rey;Ambos sexos;2015;20,29
28014 Arganda del Rey;Ambos sexos;2014;20,25
28014 Arganda del Rey;Hombres;2021;18,61
28014 Arganda del Rey;Hombres;2020;18,59
28014 Arganda del Rey;Hombres;2019;18,56
28014 Arganda del Rey;Hombres;2018;19,57
28014 Arganda del Rey;Hombres;2017;18,98
28014 Arganda del Rey;Hombres;2016;18,39
28014 Arganda del Rey;Hombres;2015;17,97
28014 Arganda del Rey;Hombres;2014;18,37
28014 Arganda del Rey;Mujeres;2021;22,82
28014 Arganda del Rey;Mujeres;2020;22,51
28014 Arganda del Rey;Mujeres;2019;21,92
28014 Arganda del Rey;Mujeres;2018;22,54
28014 Arganda del Rey;Mujeres;2017;22,49
28014 Arganda del Rey;Mujeres;2016;22,8
28014 Arganda del Rey;Mujeres;2015;22,51
28014 Arganda del Rey;Mujeres;2014;22,02
38006 Arona;Ambos sexos;2021;20,9
38006 Arona;Ambos sexos;2020;21,21
38006 Arona;Ambos sexos;2019;21,31
38006 Arona;Ambos sexos;2018;21,16
38006 Arona;Ambos sexos;2017;20,79
38006 Arona;Ambos sexos;2016;20,7
38006 Arona;Ambos sexos;2015;20,87
38006 Arona;Ambos sexos;2014;20,98
38006 Arona;Hombres;2021;18,67
38006 Arona;Hombres;2020;18,86
38006 Arona;Hombres;2019;19,26
38006 Arona;Hombres;2018;19,29
38006 Arona;Hombres;2017;18,87
38006 Arona;Hombres;2016;18,66
38006 Arona;Hombres;2015;18,7
38006 Arona;Hombres;2014;18,65
38006 Arona;Mujeres;2021;23,2
38006 Arona;Mujeres;2020;23,57
38006 Arona;Mujeres;2019;23,21
38006 Arona;Mujeres;2018;22,83
38006 Arona;Mujeres;2017;22,53
38006 Arona;Mujeres;2016;22,6
38006 Arona;Mujeres;2015;22,95
38006 Arona;Mujeres;2014;23,23
35004 Arrecife;Ambos sexos;2021;19,96
35004 Arrecife;Ambos sexos;2020;20,04
35004 Arrecife;Ambos sexos;2019;19,83
35004 Arrecife;Ambos sexos;2018;20
35004 Arrecife;Ambos sexos;2017;19,89
35004 Arrecife;Ambos sexos;2016;19,73
35004 Arrecife;Ambos sexos;2015;19,71
35004 Arrecife;Ambos sexos;2014;19,66
35004 Arrecife;Hombres;2021;18,07
35004 Arrecife;Hombres;2020;17,88
35004 Arrecife;Hombres;2019;17,91
35004 Arrecife;Hombres;2018;17,74
35004 Arrecife;Hombres;2017;17,63
35004 Arrecife;Hombres;2016;17,25
35004 Arrecife;Hombres;2015;17,33
35004 Arrecife;Hombres;2014;17,26
35004 Arrecife;Mujeres;2021;21,71
35004 Arrecife;Mujeres;2020;22,07
35004 Arrecife;Mujeres;2019;21,6
35004 Arrecife;Mujeres;2018;22,14
35004 Arrecife;Mujeres;2017;22,01
35004 Arrecife;Mujeres;2016;22,1
35004 Arrecife;Mujeres;2015;21,91
35004 Arrecife;Mujeres;2014;21,88
05019 Ávila;Ambos sexos;2021;21,43
05019 Ávila;Ambos sexos;2020;21,54
05019 Ávila;Ambos sexos;2019;21,58
05019 Ávila;Ambos sexos;2018;21,66
05019 Ávila;Ambos sexos;2017;21,64
05019 Ávila;Ambos sexos;2016;21,39
05019 Ávila;Ambos sexos;2015;21,68
05019 Ávila;Ambos sexos;2014;21,61
05019 Ávila;Hombres;2021;19,22
05019 Ávila;Hombres;2020;19,03
05019 Ávila;Hombres;2019;19,1
05019 Ávila;Hombres;2018;19,5
05019 Ávila;Hombres;2017;19,46
05019 Ávila;Hombres;2016;19,45
05019 Ávila;Hombres;2015;19,54
05019 Ávila;Hombres;2014;19,69
05019 Ávila;Mujeres;2021;23,4
05019 Ávila;Mujeres;2020;23,87
05019 Ávila;Mujeres;2019;23,84
05019 Ávila;Mujeres;2018;23,54
05019 Ávila;Mujeres;2017;23,52
05019 Ávila;Mujeres;2016;23,03
05019 Ávila;Mujeres;2015;23,48
05019 Ávila;Mujeres;2014;23,19
33004 Avilés;Ambos sexos;2021;20,75
33004 Avilés;Ambos sexos;2020;20,86
33004 Avilés;Ambos sexos;2019;20,88
33004 Avilés;Ambos sexos;2018;21,09
33004 Avilés;Ambos sexos;2017;20,93
33004 Avilés;Ambos sexos;2016;20,9
33004 Avilés;Ambos sexos;2015;20,85
33004 Avilés;Ambos sexos;2014;20,81
33004 Avilés;Hombres;2021;18,55
33004 Avilés;Hombres;2020;18,6
33004 Avilés;Hombres;2019;18,47
33004 Avilés;Hombres;2018;18,71
33004 Avilés;Hombres;2017;18,55
33004 Avilés;Hombres;2016;18,49
33004 Avilés;Hombres;2015;18,24
33004 Avilés;Hombres;2014;18,12
33004 Avilés;Mujeres;2021;22,57
33004 Avilés;Mujeres;2020;22,72
33004 Avilés;Mujeres;2019;22,91
33004 Avilés;Mujeres;2018;23,06
33004 Avilés;Mujeres;2017;22,89
33004 Avilés;Mujeres;2016;22,88
33004 Avilés;Mujeres;2015;23,02
33004 Avilés;Mujeres;2014;23,04
06015 Badajoz;Ambos sexos;2021;20,34
06015 Badajoz;Ambos sexos;2020;20,63
06015 Badajoz;Ambos sexos;2019;20,82
06015 Badajoz;Ambos sexos;2018;20,85
06015 Badajoz;Ambos sexos;2017;20,65
06015 Badajoz;Ambos sexos;2016;20,41
06015 Badajoz;Ambos sexos;2015;20,19
06015 Badajoz;Ambos sexos;2014;20,07
06015 Badajoz;Hombres;2021;18,02
06015 Badajoz;Hombres;2020;18,21
06015 Badajoz;Hombres;2019;18,57
06015 Badajoz;Hombres;2018;18,52
06015 Badajoz;Hombres;2017;18,41
06015 Badajoz;Hombres;2016;18,17
06015 Badajoz;Hombres;2015;17,85
06015 Badajoz;Hombres;2014;17,73
06015 Badajoz;Mujeres;2021;22,34
06015 Badajoz;Mujeres;2020;22,72
06015 Badajoz;Mujeres;2019;22,73
06015 Badajoz;Mujeres;2018;22,82
06015 Badajoz;Mujeres;2017;22,53
06015 Badajoz;Mujeres;2016;22,24
06015 Badajoz;Mujeres;2015;22,14
06015 Badajoz;Mujeres;2014;21,99
08015 Badalona;Ambos sexos;2021;20,63
08015 Badalona;Ambos sexos;2020;20,76
08015 Badalona;Ambos sexos;2019;20,85
08015 Badalona;Ambos sexos;2018;21,1
08015 Badalona;Ambos sexos;2017;21,03
08015 Badalona;Ambos sexos;2016;21
08015 Badalona;Ambos sexos;2015;21,09
08015 Badalona;Ambos sexos;2014;20,9
08015 Badalona;Hombres;2021;18,39
08015 Badalona;Hombres;2020;18,46
08015 Badalona;Hombres;2019;18,59
08015 Badalona;Hombres;2018;18,83
08015 Badalona;Hombres;2017;18,72
08015 Badalona;Hombres;2016;18,67
08015 Badalona;Hombres;2015;18,95
08015 Badalona;Hombres;2014;18,8
08015 Badalona;Mujeres;2021;22,66
08015 Badalona;Mujeres;2020;22,85
08015 Badalona;Mujeres;2019;22,88
08015 Badalona;Mujeres;2018;23,14
08015 Badalona;Mujeres;2017;23,1
08015 Badalona;Mujeres;2016;23,06
08015 Badalona;Mujeres;2015;22,94
08015 Badalona;Mujeres;2014;22,68
48013 Barakaldo;Ambos sexos;2021;20,72
48013 Barakaldo;Ambos sexos;2020;20,8
48013 Barakaldo;Ambos sexos;2019;20,79
48013 Barakaldo;Ambos sexos;2018;20,91
48013 Barakaldo;Ambos sexos;2017;20,67
48013 Barakaldo;Ambos sexos;2016;20,66
48013 Barakaldo;Ambos sexos;2015;20,67
48013 Barakaldo;Ambos sexos;2014;20,78
48013 Barakaldo;Hombres;2021;18,66
48013 Barakaldo;Hombres;2020;18,67
48013 Barakaldo;Hombres;2019;18,55
48013 Barakaldo;Hombres;2018;18,53
48013 Barakaldo;Hombres;2017;18,51
48013 Barakaldo;Hombres;2016;18,5
48013 Barakaldo;Hombres;2015;18,5
48013 Barakaldo;Hombres;2014;18,49
48013 Barakaldo;Mujeres;2021;22,49
48013 Barakaldo;Mujeres;2020;22,65
48013 Barakaldo;Mujeres;2019;22,75
48013 Barakaldo;Mujeres;2018;22,99
48013 Barakaldo;Mujeres;2017;22,52
48013 Barakaldo;Mujeres;2016;22,51
48013 Barakaldo;Mujeres;2015;22,51
48013 Barakaldo;Mujeres;2014;22,72
08019 Barcelona;Ambos sexos;2021;21,24
08019 Barcelona;Ambos sexos;2020;21,35
08019 Barcelona;Ambos sexos;2019;21,44
08019 Barcelona;Ambos sexos;2018;21,8
08019 Barcelona;Ambos sexos;2017;21,63
08019 Barcelona;Ambos sexos;2016;21,48
08019 Barcelona;Ambos sexos;2015;21,44
08019 Barcelona;Ambos sexos;2014;21,36
08019 Barcelona;Hombres;2021;18,9
08019 Barcelona;Hombres;2020;19,02
08019 Barcelona;Hombres;2019;19,14
08019 Barcelona;Hombres;2018;19,54
08019 Barcelona;Hombres;2017;19,37
08019 Barcelona;Hombres;2016;19,2
08019 Barcelona;Hombres;2015;19,18
08019 Barcelona;Hombres;2014;19,06
08019 Barcelona;Mujeres;2021;23,16
08019 Barcelona;Mujeres;2020;23,24
08019 Barcelona;Mujeres;2019;23,29
08019 Barcelona;Mujeres;2018;23,59
08019 Barcelona;Mujeres;2017;23,42
08019 Barcelona;Mujeres;2016;23,29
08019 Barcelona;Mujeres;2015;23,24
08019 Barcelona;Mujeres;2014;23,18
29025 Benalmádena;Ambos sexos;2021;20,56
29025 Benalmádena;Ambos sexos;2020;20,59
29025 Benalmádena;Ambos sexos;2019;20,5
29025 Benalmádena;Ambos sexos;2018;20,52
29025 Benalmádena;Ambos sexos;2017;20,12
29025 Benalmádena;Ambos sexos;2016;20,1
29025 Benalmádena;Ambos sexos;2015;20
29025 Benalmádena;Ambos sexos;2014;19,99
29025 Benalmádena;Hombres;2021;18,68
29025 Benalmádena;Hombres;2020;18,96
29025 Benalmádena;Hombres;2019;18,76
29025 Benalmádena;Hombres;2018;18,84
29025 Benalmádena;Hombres;2017;18,41
29025 Benalmádena;Hombres;2016;18,57
29025 Benalmádena;Hombres;2015;18,58
29025 Benalmádena;Hombres;2014;18,51
29025 Benalmádena;Mujeres;2021;22,34
29025 Benalmádena;Mujeres;2020;22,17
29025 Benalmádena;Mujeres;2019;22,14
29025 Benalmádena;Mujeres;2018;22,2
29025 Benalmádena;Mujeres;2017;21,79
29025 Benalmádena;Mujeres;2016;21,58
29025 Benalmádena;Mujeres;2015;21,23
29025 Benalmádena;Mujeres;2014;21,3
03031 Benidorm;Ambos sexos;2021;20,66
03031 Benidorm;Ambos sexos;2020;20,56
03031 Benidorm;Ambos sexos;2019;20,79
03031 Benidorm;Ambos sexos;2018;20,75
03031 Benidorm;Ambos sexos;2017;20,72
03031 Benidorm;Ambos sexos;2016;20,48
03031 Benidorm;Ambos sexos;2015;20,57
03031 Benidorm;Ambos sexos;2014;20,32
03031 Benidorm;Hombres;2021;18,63
03031 Benidorm;Hombres;2020;18,37
03031 Benidorm;Hombres;2019;19
03031 Benidorm;Hombres;2018;19,02
03031 Benidorm;Hombres;2017;19,04
03031 Benidorm;Hombres;2016;18,43
03031 Benidorm;Hombres;2015;18,42
03031 Benidorm;Hombres;2014;18,29
03031 Benidorm;Mujeres;2021;22,67
03031 Benidorm;Mujeres;2020;22,74
03031 Benidorm;Mujeres;2019;22,5
03031 Benidorm;Mujeres;2018;22,4
03031 Benidorm;Mujeres;2017;22,34
03031 Benidorm;Mujeres;2016;22,51
03031 Benidorm;Mujeres;2015;22,69
03031 Benidorm;Mujeres;2014;22,26
48020 Bilbao;Ambos sexos;2021;21,25
48020 Bilbao;Ambos sexos;2020;21,34
48020 Bilbao;Ambos sexos;2019;21,32
48020 Bilbao;Ambos sexos;2018;21,48
48020 Bilbao;Ambos sexos;2017;21,34
48020 Bilbao;Ambos sexos;2016;21,21
48020 Bilbao;Ambos sexos;2015;21,18
48020 Bilbao;Ambos sexos;2014;21,25
48020 Bilbao;Hombres;2021;18,89
48020 Bilbao;Hombres;2020;18,89
48020 Bilbao;Hombres;2019;18,88
48020 Bilbao;Hombres;2018;19,04
48020 Bilbao;Hombres;2017;18,87
48020 Bilbao;Hombres;2016;18,63
48020 Bilbao;Hombres;2015;18,47
48020 Bilbao;Hombres;2014;18,48
48020 Bilbao;Mujeres;2021;23,16
48020 Bilbao;Mujeres;2020;23,32
48020 Bilbao;Mujeres;2019;23,3
48020 Bilbao;Mujeres;2018;23,43
48020 Bilbao;Mujeres;2017;23,33
48020 Bilbao;Mujeres;2016;23,3
48020 Bilbao;Mujeres;2015;23,38
48020 Bilbao;Mujeres;2014;23,48
28022 Boadilla del Monte;Ambos sexos;2021;22,54
28022 Boadilla del Monte;Ambos sexos;2020;22,48
28022 Boadilla del Monte;Ambos sexos;2019;22,4
28022 Boadilla del Monte;Ambos sexos;2018;22,35
28022 Boadilla del Monte;Ambos sexos;2017;22,26
28022 Boadilla del Monte;Ambos sexos;2016;22,05
28022 Boadilla del Monte;Ambos sexos;2015;""
28022 Boadilla del Monte;Ambos sexos;2014;""
28022 Boadilla del Monte;Hombres;2021;21,05
28022 Boadilla del Monte;Hombres;2020;20,8
28022 Boadilla del Monte;Hombres;2019;20,79
28022 Boadilla del Monte;Hombres;2018;20,85
28022 Boadilla del Monte;Hombres;2017;20,72
28022 Boadilla del Monte;Hombres;2016;20,62
28022 Boadilla del Monte;Hombres;2015;""
28022 Boadilla del Monte;Hombres;2014;""
28022 Boadilla del Monte;Mujeres;2021;23,82
28022 Boadilla del Monte;Mujeres;2020;23,98
28022 Boadilla del Monte;Mujeres;2019;23,86
28022 Boadilla del Monte;Mujeres;2018;23,77
28022 Boadilla del Monte;Mujeres;2017;23,76
28022 Boadilla del Monte;Mujeres;2016;23,47
28022 Boadilla del Monte;Mujeres;2015;""
28022 Boadilla del Monte;Mujeres;2014;""
09059 Burgos;Ambos sexos;2021;21,59
09059 Burgos;Ambos sexos;2020;21,64
09059 Burgos;Ambos sexos;2019;21,47
09059 Burgos;Ambos sexos;2018;21,81
09059 Burgos;Ambos sexos;2017;21,76
09059 Burgos;Ambos sexos;2016;21,76
09059 Burgos;Ambos sexos;2015;21,72
09059 Burgos;Ambos sexos;2014;21,59
09059 Burgos;Hombres;2021;19,17
09059 Burgos;Hombres;2020;19,21
09059 Burgos;Hombres;2019;19,08
09059 Burgos;Hombres;2018;19,52
09059 Burgos;Hombres;2017;19,55
09059 Burgos;Hombres;2016;19,45
09059 Burgos;Hombres;2015;19,25
09059 Burgos;Hombres;2014;18,96
09059 Burgos;Mujeres;2021;23,73
09059 Burgos;Mujeres;2020;23,79
09059 Burgos;Mujeres;2019;23,57
09059 Burgos;Mujeres;2018;23,77
09059 Burgos;Mujeres;2017;23,62
09059 Burgos;Mujeres;2016;23,7
09059 Burgos;Mujeres;2015;23,82
09059 Burgos;Mujeres;2014;23,84
10037 Cáceres;Ambos sexos;2021;20,56
10037 Cáceres;Ambos sexos;2020;20,66
10037 Cáceres;Ambos sexos;2019;20,44
10037 Cáceres;Ambos sexos;2018;20,93
10037 Cáceres;Ambos sexos;2017;20,85
10037 Cáceres;Ambos sexos;2016;20,77
10037 Cáceres;Ambos sexos;2015;20,91
10037 Cáceres;Ambos sexos;2014;20,68
10037 Cáceres;Hombres;2021;18,19
10037 Cáceres;Hombres;2020;18,33
10037 Cáceres;Hombres;2019;18,14
10037 Cáceres;Hombres;2018;18,68
10037 Cáceres;Hombres;2017;18,52
10037 Cáceres;Hombres;2016;18,35
10037 Cáceres;Hombres;2015;18,35
10037 Cáceres;Hombres;2014;18,26
10037 Cáceres;Mujeres;2021;22,6
10037 Cáceres;Mujeres;2020;22,64
10037 Cáceres;Mujeres;2019;22,37
10037 Cáceres;Mujeres;2018;22,77
10037 Cáceres;Mujeres;2017;22,78
10037 Cáceres;Mujeres;2016;22,76
10037 Cáceres;Mujeres;2015;23,01
10037 Cáceres;Mujeres;2014;22,63
11012 Cádiz;Ambos sexos;2021;19,78
